gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),97.625,864.85,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.125,228.75,0
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,138.125,7752.05,0
Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,113.5,1951.0,1
Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.375,470.6,0
Male,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.6875,4060.9,0
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,122.4375,384.5,1
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),135.1875,3432.9,1
Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.125,108.65,0
Male,1,Yes,No,69,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),70.6875,3952.65,0
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),100.625,463.05,1
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.625,494.05,0
Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),130.0625,3416.85,0
Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),66.0625,1498.65,0
Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),130.375,2867.75,1
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),100.8125,4807.35,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,89.1875,71.35,1
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.8125,471.35,0
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.625,1041.8,0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,137.75,7689.8,0
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,111.75,1132.35,1
Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),63.8125,1815.0,0
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.75,1311.3,0
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.875,199.45,0
Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,109.125,1637.3,0
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.8125,1326.35,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,111.75,6376.55,0
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,935.9,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,20.05,0
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0625,1611.15,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,20.6,1
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),128.625,6989.7,0
Male,0,Yes,Yes,69,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,48.875,2779.5,0
Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,124.9375,1931.75,1
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,143.125,8331.95,0
Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,735.9,0
Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,69.75,2283.3,0
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.25,1445.2,0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),101.25,818.05,1
Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),91.0,2333.05,0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),124.8125,1992.55,0
Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,124.375,5890.0,0
Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.6875,916.75,1
Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3125,1029.8,0
Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.5,1796.55,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.875,33.7,0
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.8125,454.05,0
Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,120.625,1392.25,0
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8125,1049.6,0
Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.125,734.6,0
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.375,475.1,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,87.6875,70.15,1
Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,114.4375,1540.05,0
Female,0,Yes,Yes,48,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,49.25,1978.65,0
Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),132.125,3181.8,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.8125,229.7,0
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,117.1875,5625.55,0
Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),120.6875,6581.9,1
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),75.0,1347.15,0
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.75,3808.2,0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),113.3125,3974.15,0
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),136.25,7661.8,0
Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),85.125,2479.25,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,266.6,0
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4375,5601.4,0
Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,75.6875,1982.6,0
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.0,339.9,0
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),103.125,4828.05,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),102.875,5980.55,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,85.1875,4808.7,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.375,20.3,0
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,119.4375,3692.85,1
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.25,1068.15,0
Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,111.5,2383.6,0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.0625,69.65,1
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,111.625,89.3,1
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,93.5,1438.05,0
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.25,917.45,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.5,6096.45,0
Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,109.4375,3078.1,1
Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,31.4375,99.95,0
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,475.2,0
Female,0,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,63.5625,2036.55,0
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,128.0,6444.05,0
Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,120.375,1426.75,1
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),69.375,767.55,0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),137.1875,7932.5,0
Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,133.0,4040.65,0
Female,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.0,2768.65,0
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),111.0,1672.35,0
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,106.5,474.8,1
Female,0,No,No,13,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,43.875,446.1,1
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),100.0625,1345.65,0
Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.4375,2425.4,0
Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,61.9375,2077.95,0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,101.625,416.3,1
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.875,1663.5,0
Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),83.0,1286.05,0
Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.5,35.85,1
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.5,1094.35,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,135.5,7719.5,0
Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,107.4375,514.6,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,106.8125,1451.6,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),101.125,4932.5,0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.75,71.0,1
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),139.75,5443.65,0
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.75,330.25,0
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,106.3125,746.5,1
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,55.75,122.7,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,55.5,44.4,1
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),131.375,6631.85,0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),143.9375,8250.0,0
Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,74.75,3561.15,0
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.875,1763.55,0
Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,88.1875,2419.0,0
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.0625,470.2,0
Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.8125,5234.95,0
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.875,70.3,1
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.1875,79.35,1
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),112.5625,3097.0,0
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.5625,1709.1,0
Male,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.9375,1848.8,0
Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.6875,723.3,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.5,809.75,1
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.0625,1470.95,1
Male,1,Yes,No,19,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),42.875,577.15,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,131.3125,6914.95,0
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.125,602.9,0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.9375,124.4,0
Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,64.25,96.8,0
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,89.8125,3827.9,0
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.25,533.05,0
Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),62.125,2961.4,0
Male,1,No,No,70,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,56.5625,3264.45,1
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,98.4375,995.35,0
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),102.0,2815.25,0
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),88.0,154.8,0
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.75,246.3,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,95.125,257.6,0
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),117.5,5757.2,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),129.9375,7517.7,0
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.9375,1234.8,0
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),89.125,1389.2,1
Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),138.5,3836.3,0
Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,86.375,1474.75,1
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,120.125,6001.45,0
Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,61.0,720.1,0
Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),63.1875,2832.75,0
Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,55.8125,472.25,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,110.3125,1460.65,1
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.3125,1336.35,0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.625,6388.65,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),87.5,153.05,1
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.0625,677.9,0
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),88.125,1165.6,0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,121.6875,2119.5,1
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.5625,921.55,0
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.0625,72.0,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5625,68.35,0
Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.1875,847.25,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,55.0,44.0,0
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,118.0,4295.35,0
Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.375,135.0,1
Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.5625,1400.55,1
Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.0625,69.65,1
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,94.25,1380.4,0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,125.75,1060.2,1
Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),88.75,4386.2,0
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,107.5,86.0,1
Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),133.6875,5785.5,1
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.5,52.05,0
Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,76.3125,2018.4,0
Male,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,37.0,79.45,1
Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),99.9375,2727.3,0
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.625,263.65,0
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.375,275.4,0
Male,1,Yes,No,46,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74.875,2816.65,1
Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.4375,538.5,0
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6875,948.9,0
Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,62.875,846.8,0
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,119.5,4783.5,1
Male,1,Yes,No,59,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,62.8125,2997.45,0
Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.6875,5897.4,0
Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,52.0,470.6,1
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,64.5625,524.5,0
Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.0,269.65,0
Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),126.0625,4740.0,1
Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,74.8125,2341.5,0
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.8125,1789.65,0
Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.875,1626.4,0
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.1875,800.3,0
Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,94.625,5060.85,0
Male,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),50.25,1448.8,1
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,105.625,4254.85,1
